producto;color;msg
261-DIANA;BUTTER M;0.0 productes de 869 a 832
261-DIANA;BUTTER M;0.0 productes de 857 a 832
261-DIANA;BUTTER M;2.0 productes de 805 a 832
261-DIANA;BUTTER M;Emisor 805 acceptat
261-DIANA;BUTTER M;2.0 productes de 2020 a 832
261-DIANA;BUTTER M;Emisor 2020 rebutjat. Supera cobertura máxima
261-DIANA;BUTTER M;1.0 productes de 1782 a 832
261-DIANA;BUTTER M;Emisor 1782 acceptat
261-DIANA;BUTTER M;Cobertura máxima assolida per receptor 832
261-DIANA;BUTTER M;0.0 productes de 869 a 840
261-DIANA;BUTTER M;0.0 productes de 857 a 840
261-DIANA;BUTTER M;0.0 productes de 805 a 840
261-DIANA;BUTTER M;2.0 productes de 2020 a 840
261-DIANA;BUTTER M;Emisor 2020 acceptat
261-DIANA;BUTTER M;1.0 productes de 2094 a 840
261-DIANA;BUTTER M;Emisor 2094 acceptat
261-DIANA;BUTTER M;0.0 productes de 1782 a 840
261-DIANA;BUTTER M;1.0 productes de 845 a 840
261-DIANA;BUTTER M;Emisor 845 acceptat
261-DIANA;BUTTER M;0.0 productes de 869 a 806
261-DIANA;BUTTER M;0.0 productes de 857 a 806
261-DIANA;BUTTER M;0.0 productes de 805 a 806
261-DIANA;BUTTER M;0.0 productes de 2020 a 806
261-DIANA;BUTTER M;0.0 productes de 1782 a 806
261-DIANA;BUTTER M;0.0 productes de 2094 a 806
261-DIANA;BUTTER M;0.0 productes de 845 a 806
261-DIANA;BUTTER M;Receptor 806 sin posibilidad de enviarle stock
261-DIANA;BUTTER M;0.0 productes de 869 a 801
261-DIANA;BUTTER M;0.0 productes de 857 a 801
261-DIANA;BUTTER M;0.0 productes de 805 a 801
261-DIANA;BUTTER M;0.0 productes de 2020 a 801
261-DIANA;BUTTER M;0.0 productes de 1782 a 801
261-DIANA;BUTTER M;0.0 productes de 2094 a 801
261-DIANA;BUTTER M;0.0 productes de 845 a 801
261-DIANA;BUTTER M;Receptor 801 sin posibilidad de enviarle stock
261-DARIA;NOIR M;INICIO EVALUACIÓN
261-DARIA;NOIR M;32 pares generados
261-DARIA;NOIR M;4.0 productes de 801 a 803
261-DARIA;NOIR M;Emisor 801 acceptat
261-DARIA;NOIR M;3.0 productes de 840 a 803
261-DARIA;NOIR M;Emisor 840 acceptat
261-DARIA;NOIR M;Cobertura máxima assolida per receptor 803
261-DARIA;NOIR M;0.0 productes de 801 a 845
261-DARIA;NOIR M;0.0 productes de 840 a 845
261-DARIA;NOIR M;2.0 productes de 2020 a 845
261-DARIA;NOIR M;Emisor 2020 acceptat
261-DARIA;NOIR M;1.0 productes de 806 a 845
261-DARIA;NOIR M;Emisor 806 acceptat
261-DARIA;NOIR M;0.0 productes de 801 a 869
261-DARIA;NOIR M;0.0 productes de 840 a 869
261-DARIA;NOIR M;0.0 productes de 2020 a 869
261-DARIA;NOIR M;0.0 productes de 806 a 869
261-DARIA;NOIR M;Receptor 869 sin posibilidad de enviarle stock
261-DARIA;NOIR M;0.0 productes de 801 a 832
261-DARIA;NOIR M;0.0 productes de 840 a 832
261-DARIA;NOIR M;0.0 productes de 2020 a 832
261-DARIA;NOIR M;0.0 productes de 806 a 832
261-DARIA;NOIR M;Receptor 832 sin posibilidad de enviarle stock
261-DARIA;NOIR M;0.0 productes de 801 a 857
261-DARIA;NOIR M;0.0 productes de 840 a 857
261-DARIA;NOIR M;0.0 productes de 2020 a 857
261-DARIA;NOIR M;0.0 productes de 806 a 857
261-DARIA;NOIR M;Receptor 857 sin posibilidad de enviarle stock
261-DARIA;NOIR M;0.0 productes de 801 a 805
261-DARIA;NOIR M;0.0 productes de 840 a 805
261-DARIA;NOIR M;0.0 productes de 2020 a 805
261-DARIA;NOIR M;0.0 productes de 806 a 805
261-DARIA;NOIR M;Receptor 805 sin posibilidad de enviarle stock
261-DARIA;NOIR M;0.0 productes de 801 a 1782
261-DARIA;NOIR M;0.0 productes de 840 a 1782
261-DARIA;NOIR M;0.0 productes de 2020 a 1782
261-DARIA;NOIR M;0.0 productes de 806 a 1782
261-DARIA;NOIR M;Receptor 1782 sin posibilidad de enviarle stock
261-DARIA;NOIR M;0.0 productes de 801 a 2094
261-DARIA;NOIR M;0.0 productes de 840 a 2094
261-DARIA;NOIR M;0.0 productes de 2020 a 2094
261-DARIA;NOIR M;0.0 productes de 806 a 2094
261-DARIA;NOIR M;Receptor 2094 sin posibilidad de enviarle stock
261-CAYEL;PALE BANANA;INICIO EVALUACIÓN
261-CAYEL;PALE BANANA;32 pares generados
261-CAYEL;PALE BANANA;5.0 productes de 857 a 2094
261-CAYEL;PALE BANANA;Emisor 857 acceptat
261-CAYEL;PALE BANANA;5.0 productes de 2020 a 2094
261-CAYEL;PALE BANANA;Emisor 2020 rebutjat. Supera cobertura máxima
261-CAYEL;PALE BANANA;4.0 productes de 845 a 2094
261-CAYEL;PALE BANANA;Emisor 845 rebutjat. Supera cobertura máxima
261-CAYEL;PALE BANANA;2.0 productes de 832 a 2094
261-CAYEL;PALE BANANA;Emisor 832 acceptat
261-CAYEL;PALE BANANA;Cobertura máxima assolida per receptor 2094
261-CAYEL;PALE BANANA;0.0 productes de 857 a 806
261-CAYEL;PALE BANANA;5.0 productes de 2020 a 806
261-CAYEL;PALE BANANA;Emisor 2020 acceptat
261-CAYEL;PALE BANANA;Cobertura máxima assolida per receptor 806
261-CAYEL;PALE BANANA;0.0 productes de 857 a 801
261-CAYEL;PALE BANANA;0.0 productes de 2020 a 801
261-CAYEL;PALE BANANA;4.0 productes de 845 a 801
261-CAYEL;PALE BANANA;Emisor 845 acceptat
261-CAYEL;PALE BANANA;0.0 productes de 832 a 801
261-CAYEL;PALE BANANA;0.0 productes de 857 a 805
261-CAYEL;PALE BANANA;0.0 productes de 2020 a 805
261-CAYEL;PALE BANANA;0.0 productes de 845 a 805
261-CAYEL;PALE BANANA;0.0 productes de 832 a 805
261-CAYEL;PALE BANANA;Receptor 805 sin posibilidad de enviarle stock
261-CAYEL;PALE BANANA;0.0 productes de 857 a 803
261-CAYEL;PALE BANANA;0.0 productes de 2020 a 803
261-CAYEL;PALE BANANA;0.0 productes de 845 a 803
261-CAYEL;PALE BANANA;0.0 productes de 832 a 803
261-CAYEL;PALE BANANA;Receptor 803 sin posibilidad de enviarle stock
261-CAYEL;PALE BANANA;0.0 productes de 857 a 869
261-CAYEL;PALE BANANA;0.0 productes de 2020 a 869
261-CAYEL;PALE BANANA;0.0 productes de 845 a 869
261-CAYEL;PALE BANANA;0.0 productes de 832 a 869
261-CAYEL;PALE BANANA;Receptor 869 sin posibilidad de enviarle stock
261-CAYEL;PALE BANANA;0.0 productes de 857 a 1782
261-CAYEL;PALE BANANA;0.0 productes de 2020 a 1782
261-CAYEL;PALE BANANA;0.0 productes de 845 a 1782
261-CAYEL;PALE BANANA;0.0 productes de 832 a 1782
261-CAYEL;PALE BANANA;Receptor 1782 sin posibilidad de enviarle stock
261-CAYEL;PALE BANANA;0.0 productes de 857 a 840
261-CAYEL;PALE BANANA;0.0 productes de 2020 a 840
261-CAYEL;PALE BANANA;0.0 productes de 845 a 840
261-CAYEL;PALE BANANA;0.0 productes de 832 a 840
261-CAYEL;PALE BANANA;Receptor 840 sin posibilidad de enviarle stock
261-PAVO.F;NOIR M;INICIO EVALUACIÓN
261-PAVO.F;NOIR M;30 pares generados
261-PAVO.F;NOIR M;4.0 productes de 832 a 845
261-PAVO.F;NOIR M;Emisor 832 acceptat
261-PAVO.F;NOIR M;4.0 productes de 803 a 845
261-PAVO.F;NOIR M;Emisor 803 rebutjat. Supera cobertura máxima
261-PAVO.F;NOIR M;4.0 productes de 869 a 845
261-PAVO.F;NOIR M;Emisor 869 rebutjat. Supera cobertura máxima
261-PAVO.F;NOIR M;1.0 productes de 805 a 845
261-PAVO.F;NOIR M;Emisor 805 acceptat
261-PAVO.F;NOIR M;Cobertura máxima assolida per receptor 845
261-PAVO.F;NOIR M;0.0 productes de 832 a 840
261-PAVO.F;NOIR M;4.0 productes de 803 a 840
261-PAVO.F;NOIR M;Emisor 803 acceptat
261-PAVO.F;NOIR M;4.0 productes de 869 a 840
261-PAVO.F;NOIR M;Emisor 869 acceptat
261-PAVO.F;NOIR M;Cobertura máxima assolida per receptor 840
261-PAVO.F;NOIR M;0.0 productes de 832 a 2020
261-PAVO.F;NOIR M;0.0 productes de 803 a 2020
261-PAVO.F;NOIR M;0.0 productes de 869 a 2020
261-PAVO.F;NOIR M;1.0 productes de 806 a 2020
261-PAVO.F;NOIR M;Emisor 806 acceptat
261-PAVO.F;NOIR M;0.0 productes de 805 a 2020
261-PAVO.F;NOIR M;0.0 productes de 803 a 1782
261-PAVO.F;NOIR M;0.0 productes de 832 a 1782
261-PAVO.F;NOIR M;0.0 productes de 869 a 1782
261-PAVO.F;NOIR M;0.0 productes de 806 a 1782
261-PAVO.F;NOIR M;0.0 productes de 805 a 1782
261-PAVO.F;NOIR M;Receptor 1782 sin posibilidad de enviarle stock
261-PAVO.F;NOIR M;0.0 productes de 832 a 2094
261-PAVO.F;NOIR M;0.0 productes de 803 a 2094
261-PAVO.F;NOIR M;0.0 productes de 869 a 2094
261-PAVO.F;NOIR M;0.0 productes de 806 a 2094
261-PAVO.F;NOIR M;0.0 productes de 805 a 2094
261-PAVO.F;NOIR M;Receptor 2094 sin posibilidad de enviarle stock
261-PAVO.F;NOIR M;0.0 productes de 832 a 857
261-PAVO.F;NOIR M;0.0 productes de 803 a 857
261-PAVO.F;NOIR M;0.0 productes de 869 a 857
261-PAVO.F;NOIR M;0.0 productes de 806 a 857
261-PAVO.F;NOIR M;0.0 productes de 805 a 857
261-PAVO.F;NOIR M;Receptor 857 sin posibilidad de enviarle stock
241-ROSLI;PALE BANANA;INICIO EVALUACIÓN
241-ROSLI;PALE BANANA;9 pares generados
241-ROSLI;PALE BANANA;1.0 productes de 832 a 869
241-ROSLI;PALE BANANA;Emisor 832 acceptat
241-ROSLI;PALE BANANA;0.0 productes de 832 a 806
241-ROSLI;PALE BANANA;Receptor 806 sin posibilidad de enviarle stock
241-ROSLI;PALE BANANA;0.0 productes de 832 a 2020
241-ROSLI;PALE BANANA;Receptor 2020 sin posibilidad de enviarle stock
241-ROSLI;PALE BANANA;0.0 productes de 832 a 801
241-ROSLI;PALE BANANA;Receptor 801 sin posibilidad de enviarle stock
241-ROSLI;PALE BANANA;0.0 productes de 832 a 1782
241-ROSLI;PALE BANANA;Receptor 1782 sin posibilidad de enviarle stock
241-ROSLI;PALE BANANA;0.0 productes de 832 a 805
241-ROSLI;PALE BANANA;Receptor 805 sin posibilidad de enviarle stock
241-ROSLI;PALE BANANA;0.0 productes de 832 a 840
241-ROSLI;PALE BANANA;Receptor 840 sin posibilidad de enviarle stock
241-ROSLI;PALE BANANA;0.0 productes de 832 a 2094
241-ROSLI;PALE BANANA;Receptor 2094 sin posibilidad de enviarle stock
241-ROSLI;PALE BANANA;0.0 productes de 832 a 857
241-ROSLI;PALE BANANA;Receptor 857 sin posibilidad de enviarle stock
261-RVENICE;MAGMA M;INICIO EVALUACIÓN
261-RVENICE;MAGMA M;20 pares generados
261-RVENICE;MAGMA M;5.0 productes de 2094 a 803
261-RVENICE;MAGMA M;Emisor 2094 rebutjat. Supera cobertura máxima
261-RVENICE;MAGMA M;2.0 productes de 805 a 803
261-RVENICE;MAGMA M;Emisor 805 rebutjat. Supera cobertura máxima
261-RVENICE;MAGMA M;Receptor 803 sin posibilidad de enviarle stock
261-RVENICE;MAGMA M;5.0 productes de 2094 a 801
261-RVENICE;MAGMA M;Emisor 2094 acceptat
261-RVENICE;MAGMA M;Cobertura máxima assolida per receptor 801
261-RVENICE;MAGMA M;0.0 productes de 2094 a 869
261-RVENICE;MAGMA M;2.0 productes de 805 a 869
261-RVENICE;MAGMA M;Emisor 805 acceptat
261-RVENICE;MAGMA M;0.0 productes de 2094 a 840
261-RVENICE;MAGMA M;0.0 productes de 805 a 840
261-RVENICE;MAGMA M;Receptor 840 sin posibilidad de enviarle stock
261-RVENICE;MAGMA M;0.0 productes de 2094 a 806
261-RVENICE;MAGMA M;0.0 productes de 805 a 806
261-RVENICE;MAGMA M;Receptor 806 sin posibilidad de enviarle stock
261-RVENICE;MAGMA M;0.0 productes de 2094 a 1782
261-RVENICE;MAGMA M;0.0 productes de 805 a 1782
261-RVENICE;MAGMA M;Receptor 1782 sin posibilidad de enviarle stock
261-RVENICE;MAGMA M;0.0 productes de 2094 a 832
261-RVENICE;MAGMA M;0.0 productes de 805 a 832
261-RVENICE;MAGMA M;Receptor 832 sin posibilidad de enviarle stock
261-RVENICE;MAGMA M;0.0 productes de 2094 a 845
261-RVENICE;MAGMA M;0.0 productes de 805 a 845
261-RVENICE;MAGMA M;Receptor 845 sin posibilidad de enviarle stock
261-RVENICE;MAGMA M;0.0 productes de 2094 a 857
261-RVENICE;MAGMA M;0.0 productes de 805 a 857
261-RVENICE;MAGMA M;Receptor 857 sin posibilidad de enviarle stock
261-RVENICE;MAGMA M;0.0 productes de 2094 a 2020
261-RVENICE;MAGMA M;0.0 productes de 805 a 2020
261-RVENICE;MAGMA M;Receptor 2020 sin posibilidad de enviarle stock
261-DAINA;OFF WHITE/CARAIBE M;INICIO EVALUACIÓN
261-DAINA;OFF WHITE/CARAIBE M;12 pares generados
261-DAINA;OFF WHITE/CARAIBE M;5.0 productes de 803 a 806
261-DAINA;OFF WHITE/CARAIBE M;Emisor 803 acceptat
261-DAINA;OFF WHITE/CARAIBE M;4.0 productes de 832 a 806
261-DAINA;OFF WHITE/CARAIBE M;Emisor 832 rebutjat. Supera cobertura máxima
261-DAINA;OFF WHITE/CARAIBE M;4.0 productes de 840 a 806
261-DAINA;OFF WHITE/CARAIBE M;Emisor 840 rebutjat. Supera cobertura máxima
261-DAINA;OFF WHITE/CARAIBE M;4.0 productes de 857 a 806
261-DAINA;OFF WHITE/CARAIBE M;Emisor 857 rebutjat. Supera cobertura máxima
261-DAINA;OFF WHITE/CARAIBE M;0.0 productes de 803 a 801
261-DAINA;OFF WHITE/CARAIBE M;4.0 productes de 832 a 801
261-DAINA;OFF WHITE/CARAIBE M;Emisor 832 acceptat
261-DAINA;OFF WHITE/CARAIBE M;Cobertura máxima assolida per receptor 801
261-DAINA;OFF WHITE/CARAIBE M;0.0 productes de 803 a 869
261-DAINA;OFF WHITE/CARAIBE M;0.0 productes de 832 a 869
261-DAINA;OFF WHITE/CARAIBE M;4.0 productes de 840 a 869
261-DAINA;OFF WHITE/CARAIBE M;Emisor 840 acceptat
261-DAINA;OFF WHITE/CARAIBE M;4.0 productes de 857 a 869
261-DAINA;OFF WHITE/CARAIBE M;Emisor 857 rebutjat. Supera cobertura máxima
261-OPON;OFF WHITE M;INICIO EVALUACIÓN
261-OPON;OFF WHITE M;27 pares generados
261-OPON;OFF WHITE M;3.0 productes de 832 a 840
261-OPON;OFF WHITE M;Emisor 832 acceptat
261-OPON;OFF WHITE M;1.0 productes de 1782 a 840
261-OPON;OFF WHITE M;Emisor 1782 acceptat
261-OPON;OFF WHITE M;1.0 productes de 2020 a 840
261-OPON;OFF WHITE M;Emisor 2020 acceptat
261-OPON;OFF WHITE M;0.0 productes de 832 a 803
261-OPON;OFF WHITE M;0.0 productes de 1782 a 803
261-OPON;OFF WHITE M;0.0 productes de 2020 a 803
261-OPON;OFF WHITE M;Receptor 803 sin posibilidad de enviarle stock
261-OPON;OFF WHITE M;0.0 productes de 832 a 845
261-OPON;OFF WHITE M;0.0 productes de 1782 a 845
261-OPON;OFF WHITE M;0.0 productes de 2020 a 845
261-OPON;OFF WHITE M;Receptor 845 sin posibilidad de enviarle stock
261-OPON;OFF WHITE M;0.0 productes de 832 a 2094
261-OPON;OFF WHITE M;0.0 productes de 1782 a 2094
261-OPON;OFF WHITE M;0.0 productes de 2020 a 2094
261-OPON;OFF WHITE M;Receptor 2094 sin posibilidad de enviarle stock
261-OPON;OFF WHITE M;0.0 productes de 832 a 857
261-OPON;OFF WHITE M;0.0 productes de 2020 a 857
261-OPON;OFF WHITE M;0.0 productes de 1782 a 857
261-OPON;OFF WHITE M;Receptor 857 sin posibilidad de enviarle stock
261-OPON;OFF WHITE M;0.0 productes de 832 a 805
261-OPON;OFF WHITE M;0.0 productes de 1782 a 805
261-OPON;OFF WHITE M;0.0 productes de 2020 a 805
261-OPON;OFF WHITE M;Receptor 805 sin posibilidad de enviarle stock
261-OPON;OFF WHITE M;0.0 productes de 832 a 801
261-OPON;OFF WHITE M;0.0 productes de 1782 a 801
261-OPON;OFF WHITE M;0.0 productes de 2020 a 801
261-OPON;OFF WHITE M;Receptor 801 sin posibilidad de enviarle stock
261-OPON;OFF WHITE M;0.0 productes de 832 a 869
261-OPON;OFF WHITE M;0.0 productes de 1782 a 869
261-OPON;OFF WHITE M;0.0 productes de 2020 a 869
261-OPON;OFF WHITE M;Receptor 869 sin posibilidad de enviarle stock
261-OPON;OFF WHITE M;0.0 productes de 832 a 806
261-OPON;OFF WHITE M;0.0 productes de 1782 a 806
261-OPON;OFF WHITE M;0.0 productes de 2020 a 806
261-OPON;OFF WHITE M;Receptor 806 sin posibilidad de enviarle stock
261-RABLAI;JEAN STONE;INICIO EVALUACIÓN
261-RABLAI;JEAN STONE;27 pares generados
261-RABLAI;JEAN STONE;5.0 productes de 2094 a 832
261-RABLAI;JEAN STONE;Emisor 2094 acceptat
261-RABLAI;JEAN STONE;4.0 productes de 869 a 832
261-RABLAI;JEAN STONE;Emisor 869 rebutjat. Supera cobertura máxima
261-RABLAI;JEAN STONE;3.0 productes de 845 a 832
261-RABLAI;JEAN STONE;Emisor 845 rebutjat. Supera cobertura máxima
261-RABLAI;JEAN STONE;0.0 productes de 2094 a 806
261-RABLAI;JEAN STONE;4.0 productes de 869 a 806
261-RABLAI;JEAN STONE;Emisor 869 acceptat
261-RABLAI;JEAN STONE;3.0 productes de 845 a 806
261-RABLAI;JEAN STONE;Emisor 845 rebutjat. Supera cobertura máxima
261-RABLAI;JEAN STONE;0.0 productes de 2094 a 803
261-RABLAI;JEAN STONE;0.0 productes de 869 a 803
261-RABLAI;JEAN STONE;3.0 productes de 845 a 803
261-RABLAI;JEAN STONE;Emisor 845 rebutjat. Supera cobertura máxima
261-RABLAI;JEAN STONE;Receptor 803 sin posibilidad de enviarle stock
261-RABLAI;JEAN STONE;0.0 productes de 2094 a 840
261-RABLAI;JEAN STONE;0.0 productes de 869 a 840
261-RABLAI;JEAN STONE;3.0 productes de 845 a 840
261-RABLAI;JEAN STONE;Emisor 845 acceptat
261-RABLAI;JEAN STONE;0.0 productes de 2094 a 801
261-RABLAI;JEAN STONE;0.0 productes de 869 a 801
261-RABLAI;JEAN STONE;0.0 productes de 845 a 801
261-RABLAI;JEAN STONE;Receptor 801 sin posibilidad de enviarle stock
261-RABLAI;JEAN STONE;0.0 productes de 2094 a 2020
261-RABLAI;JEAN STONE;0.0 productes de 869 a 2020
261-RABLAI;JEAN STONE;0.0 productes de 845 a 2020
261-RABLAI;JEAN STONE;Receptor 2020 sin posibilidad de enviarle stock
261-RABLAI;JEAN STONE;0.0 productes de 2094 a 857
261-RABLAI;JEAN STONE;0.0 productes de 869 a 857
261-RABLAI;JEAN STONE;0.0 productes de 845 a 857
261-RABLAI;JEAN STONE;Receptor 857 sin posibilidad de enviarle stock
261-RABLAI;JEAN STONE;0.0 productes de 2094 a 1782
261-RABLAI;JEAN STONE;0.0 productes de 869 a 1782
261-RABLAI;JEAN STONE;0.0 productes de 845 a 1782
261-RABLAI;JEAN STONE;Receptor 1782 sin posibilidad de enviarle stock
261-RABLAI;JEAN STONE;0.0 productes de 2094 a 805
261-RABLAI;JEAN STONE;0.0 productes de 869 a 805
261-RABLAI;JEAN STONE;0.0 productes de 845 a 805
261-RABLAI;JEAN STONE;Receptor 805 sin posibilidad de enviarle stock
261-DSUNNY;OFF WHITE M;INICIO EVALUACIÓN
261-DSUNNY;OFF WHITE M;24 pares generados
261-DSUNNY;OFF WHITE M;3.0 productes de 840 a 803
261-DSUNNY;OFF WHITE M;Emisor 840 acceptat
261-DSUNNY;OFF WHITE M;2.0 productes de 1782 a 803
261-DSUNNY;OFF WHITE M;Emisor 1782 rebutjat. Supera cobertura máxima
261-DSUNNY;OFF WHITE M;2.0 productes de 805 a 803
261-DSUNNY;OFF WHITE M;Emisor 805 rebutjat. Supera cobertura máxima
261-DSUNNY;OFF WHITE M;2.0 productes de 845 a 803
261-DSUNNY;OFF WHITE M;Emisor 845 rebutjat. Supera cobertura máxima
261-DSUNNY;OFF WHITE M;2.0 productes de 857 a 803
261-DSUNNY;OFF WHITE M;Emisor 857 rebutjat. Supera cobertura máxima
261-DSUNNY;OFF WHITE M;1.0 productes de 2094 a 803
261-DSUNNY;OFF WHITE M;Emisor 2094 acceptat
261-DSUNNY;OFF WHITE M;Cobertura máxima assolida per receptor 803
261-DSUNNY;OFF WHITE M;0.0 productes de 840 a 801
261-DSUNNY;OFF WHITE M;2.0 productes de 805 a 801
261-DSUNNY;OFF WHITE M;Emisor 805 acceptat
261-DSUNNY;OFF WHITE M;2.0 productes de 1782 a 801
261-DSUNNY;OFF WHITE M;Emisor 1782 acceptat
261-DSUNNY;OFF WHITE M;2.0 productes de 845 a 801
261-DSUNNY;OFF WHITE M;Emisor 845 acceptat
261-DSUNNY;OFF WHITE M;2.0 productes de 857 a 801
261-DSUNNY;OFF WHITE M;Emisor 857 acceptat
261-DSUNNY;OFF WHITE M;Cobertura máxima assolida per receptor 801
261-DSUNNY;OFF WHITE M;0.0 productes de 840 a 2020
261-DSUNNY;OFF WHITE M;0.0 productes de 857 a 2020
261-DSUNNY;OFF WHITE M;0.0 productes de 805 a 2020
261-DSUNNY;OFF WHITE M;0.0 productes de 1782 a 2020
261-DSUNNY;OFF WHITE M;0.0 productes de 845 a 2020
261-DSUNNY;OFF WHITE M;0.0 productes de 2094 a 2020
261-DSUNNY;OFF WHITE M;Receptor 2020 sin posibilidad de enviarle stock
261-DSUNNY;OFF WHITE M;0.0 productes de 840 a 806
261-DSUNNY;OFF WHITE M;0.0 productes de 805 a 806
261-DSUNNY;OFF WHITE M;0.0 productes de 1782 a 806
261-DSUNNY;OFF WHITE M;0.0 productes de 845 a 806
261-DSUNNY;OFF WHITE M;0.0 productes de 857 a 806
261-DSUNNY;OFF WHITE M;0.0 productes de 2094 a 806
261-DSUNNY;OFF WHITE M;Receptor 806 sin posibilidad de enviarle stock
261-DIDOU1;OFF WHITE M;INICIO EVALUACIÓN
261-DIDOU1;OFF WHITE M;Producto estancado
261-OSAJE;NOIR M;INICIO EVALUACIÓN
261-OSAJE;NOIR M;14 pares generados
261-OSAJE;NOIR M;1.0 productes de 1782 a 803
261-OSAJE;NOIR M;Emisor 1782 acceptat
261-OSAJE;NOIR M;1.0 productes de 805 a 803
261-OSAJE;NOIR M;Emisor 805 acceptat
261-OSAJE;NOIR M;0.0 productes de 805 a 840
261-OSAJE;NOIR M;0.0 productes de 1782 a 840
261-OSAJE;NOIR M;Receptor 840 sin posibilidad de enviarle stock
261-OSAJE;NOIR M;0.0 productes de 805 a 806
261-OSAJE;NOIR M;0.0 productes de 1782 a 806
261-OSAJE;NOIR M;Receptor 806 sin posibilidad de enviarle stock
261-OSAJE;NOIR M;0.0 productes de 805 a 801
261-OSAJE;NOIR M;0.0 productes de 1782 a 801
261-OSAJE;NOIR M;Receptor 801 sin posibilidad de enviarle stock
261-OSAJE;NOIR M;0.0 productes de 1782 a 869
261-OSAJE;NOIR M;0.0 productes de 805 a 869
261-OSAJE;NOIR M;Receptor 869 sin posibilidad de enviarle stock
261-OSAJE;NOIR M;0.0 productes de 805 a 857
261-OSAJE;NOIR M;0.0 productes de 1782 a 857
261-OSAJE;NOIR M;Receptor 857 sin posibilidad de enviarle stock
261-OSAJE;NOIR M;0.0 productes de 805 a 832
261-OSAJE;NOIR M;0.0 productes de 1782 a 832
261-OSAJE;NOIR M;Receptor 832 sin posibilidad de enviarle stock
261-DIANA;MARINE M;INICIO EVALUACIÓN
261-DIANA;MARINE M;35 pares generados
261-DIANA;MARINE M;8.0 productes de 832 a 803
261-DIANA;MARINE M;Emisor 832 acceptat
261-DIANA;MARINE M;3.0 productes de 857 a 803
261-DIANA;MARINE M;Emisor 857 acceptat
261-DIANA;MARINE M;2.0 productes de 801 a 803
261-DIANA;MARINE M;Emisor 801 acceptat
261-DIANA;MARINE M;2.0 productes de 2094 a 803
261-DIANA;MARINE M;Emisor 2094 acceptat
261-DIANA;MARINE M;Cobertura máxima assolida per receptor 803
261-DIANA;MARINE M;0.0 productes de 832 a 805
261-DIANA;MARINE M;0.0 productes de 857 a 805
261-DIANA;MARINE M;0.0 productes de 801 a 805
261-DIANA;MARINE M;0.0 productes de 2094 a 805
261-DIANA;MARINE M;2.0 productes de 845 a 805
261-DIANA;MARINE M;Emisor 845 acceptat
261-DIANA;MARINE M;1.0 productes de 806 a 805
261-DIANA;MARINE M;Emisor 806 acceptat
261-DIANA;MARINE M;1.0 productes de 1782 a 805
261-DIANA;MARINE M;Emisor 1782 acceptat
261-DIANA;MARINE M;0.0 productes de 832 a 840
261-DIANA;MARINE M;0.0 productes de 857 a 840
261-DIANA;MARINE M;0.0 productes de 2094 a 840
261-DIANA;MARINE M;0.0 productes de 801 a 840
261-DIANA;MARINE M;0.0 productes de 845 a 840
261-DIANA;MARINE M;0.0 productes de 806 a 840
261-DIANA;MARINE M;0.0 productes de 1782 a 840
261-DIANA;MARINE M;Receptor 840 sin posibilidad de enviarle stock
261-DIANA;MARINE M;0.0 productes de 832 a 869
261-DIANA;MARINE M;0.0 productes de 857 a 869
261-DIANA;MARINE M;0.0 productes de 801 a 869
261-DIANA;MARINE M;0.0 productes de 2094 a 869
261-DIANA;MARINE M;0.0 productes de 845 a 869
261-DIANA;MARINE M;0.0 productes de 1782 a 869
261-DIANA;MARINE M;0.0 productes de 806 a 869
261-DIANA;MARINE M;Receptor 869 sin posibilidad de enviarle stock
261-DIANA;MARINE M;0.0 productes de 832 a 2020
261-DIANA;MARINE M;0.0 productes de 857 a 2020
261-DIANA;MARINE M;0.0 productes de 801 a 2020
261-DIANA;MARINE M;0.0 productes de 2094 a 2020
261-DIANA;MARINE M;0.0 productes de 845 a 2020
261-DIANA;MARINE M;0.0 productes de 806 a 2020
261-DIANA;MARINE M;0.0 productes de 1782 a 2020
261-DIANA;MARINE M;Receptor 2020 sin posibilidad de enviarle stock
261-JOVEN;BUBBLE M;INICIO EVALUACIÓN
261-JOVEN;BUBBLE M;15 pares generados
261-JOVEN;BUBBLE M;4.0 productes de 801 a 803
261-JOVEN;BUBBLE M;Emisor 801 acceptat
261-JOVEN;BUBBLE M;2.0 productes de 869 a 803
261-JOVEN;BUBBLE M;Emisor 869 acceptat
261-JOVEN;BUBBLE M;Cobertura máxima assolida per receptor 803
261-JOVEN;BUBBLE M;0.0 productes de 801 a 832
261-JOVEN;BUBBLE M;0.0 productes de 869 a 832
261-JOVEN;BUBBLE M;1.0 productes de 2020 a 832
261-JOVEN;BUBBLE M;Emisor 2020 acceptat
261-JOVEN;BUBBLE M;0.0 productes de 801 a 857
